Route_Name,Start_Location,End_Location,Station_Name,Station_Type,Latitude,Longitude,Station_Distance_km,Distance_from_End_km,Fare_INR,Travel_Time_min
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 063,Metro,18.481284,73.86033,2.351,4.339,11,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 064,Bus,18.480216,73.857858,2.388,4.302,11,7
Swargate–Katraj,Swargate,Katraj,Padmavati,Bus,18.479901,73.857756,2.425,4.265,10,6
Swargate–Katraj,Swargate,Katraj,Padmavati,Bus,18.47989,73.859151,2.425,4.265,11,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 067,Bus,18.481204,73.857669,2.463,4.227,10,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 068,Bus,18.479068,73.858429,2.501,4.189,10,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 069,Bus,18.47896,73.858483,2.539,4.151,11,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 070,Bus,18.479231,73.85669,2.576,4.114,12,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 071,Bus,18.479974,73.859265,2.614,4.076,10,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 072,Metro,18.477913,73.857444,2.652,4.038,11,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 073,Bus,18.478299,73.857948,2.69,4.0,11,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 074,Bus,18.478264,73.859214,2.728,3.962,11,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 075,Bus,18.477263,73.856893,2.766,3.924,11,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 076,Bus,18.475968,73.856872,2.803,3.887,12,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 077,Bus,18.476712,73.858819,2.841,3.849,11,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 078,Bus,18.475992,73.857488,2.879,3.811,13,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 079,Metro,18.47606,73.858185,2.917,3.773,12,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 080,Bus,18.477762,73.856735,2.955,3.735,13,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 081,Bus,18.475016,73.857921,2.993,3.697,12,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 082,Bus,18.47562,73.858489,3.03,3.66,12,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 083,Bus,18.475209,73.85665,3.068,3.622,12,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 084,Bus,18.474881,73.85775,3.106,3.584,12,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 085,Metro,18.474732,73.857194,3.144,3.546,12,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 086,Bus,18.474596,73.85765,3.182,3.508,12,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 087,Bus,18.474516,73.857159,3.22,3.47,13,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 088,Metro,18.472943,73.856683,3.257,3.433,14,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 089,Metro,18.473709,73.855838,3.295,3.395,13,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 090,Bus,18.472706,73.856102,3.333,3.357,12,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 091,Bus,18.472102,73.857366,3.371,3.319,13,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 092,Bus,18.471899,73.856306,3.409,3.281,14,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 093,Bus,18.470325,73.856791,3.447,3.243,14,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 094,Bus,18.471596,73.857851,3.484,3.206,14,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 095,Bus,18.470501,73.856221,3.522,3.168,13,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 096,Bus,18.470614,73.857233,3.56,3.13,14,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 097,Bus,18.470005,73.85612,3.598,3.092,13,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 098,Bus,18.470235,73.855972,3.636,3.054,14,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 099,Bus,18.469059,73.855904,3.674,3.016,13,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 100,Bus,18.469942,73.854853,3.711,2.979,14,10
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 101,Bus,18.468856,73.85504,3.749,2.941,14,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 102,Bus,18.469373,73.854307,3.787,2.903,14,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 103,Bus,18.467637,73.855753,3.825,2.865,13,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 104,Metro,18.469004,73.855325,3.863,2.827,13,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 105,Bus,18.466974,73.856808,3.901,2.789,14,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 106,Bus,18.465927,73.85347,3.938,2.752,14,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 107,Bus,18.467105,73.854753,3.976,2.714,14,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 108,Bus,18.465603,73.855647,4.014,2.676,14,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 109,Bus,18.466282,73.854554,4.052,2.638,15,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 110,Bus,18.46473,73.855629,4.09,2.6,14,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 111,Bus,18.465942,73.854778,4.128,2.562,15,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 112,Bus,18.466566,73.853927,4.165,2.525,15,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 113,Bus,18.463535,73.854155,4.203,2.487,15,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 114,Bus,18.464386,73.854829,4.241,2.449,16,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 115,Bus,18.463897,73.854842,4.279,2.411,14,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 116,Metro,18.462756,73.855641,4.317,2.373,16,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 117,Bus,18.463359,73.855305,4.355,2.335,15,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 118,Bus,18.463366,73.854703,4.392,2.298,16,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 119,Bus,18.463214,73.854621,4.43,2.26,16,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 120,Bus,18.46294,73.855252,4.468,2.222,16,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 121,Metro,18.46225,73.854681,4.506,2.184,16,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 122,Bus,18.461688,73.855192,4.544,2.146,15,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 123,Bus,18.460886,73.855406,4.582,2.108,16,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 124,Bus,18.461062,73.852747,4.619,2.071,16,11
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 125,Bus,18.460864,73.853272,4.657,2.033,16,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 126,Metro,18.461101,73.853221,4.695,1.995,17,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 127,Bus,18.459739,73.852157,4.733,1.957,16,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 128,Bus,18.459401,73.851655,4.771,1.919,15,12
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 129,Bus,18.458163,73.854128,4.809,1.881,16,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 130,Bus,18.459726,73.853786,4.846,1.844,16,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 131,Bus,18.457991,73.853333,4.884,1.806,16,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 132,Bus,18.458429,73.85237,4.922,1.768,16,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 133,Bus,18.459301,73.853925,4.96,1.73,18,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 134,Bus,18.457589,73.85317,4.998,1.692,17,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 135,Metro,18.4576,73.851441,5.036,1.654,17,16
Swargate–Katraj,Swargate,Katraj,Bharati Vidyapeeth,Bus,18.456902,73.852454,5.073,1.617,17,13
Swargate–Katraj,Swargate,Katraj,Bharati Vidyapeeth,Bus,18.456299,73.852775,5.073,1.617,18,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 138,Bus,18.458288,73.853765,5.112,1.578,18,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 139,Metro,18.456143,73.853963,5.15,1.54,18,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 140,Bus,18.457469,73.854497,5.189,1.501,18,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 141,Metro,18.456148,73.853492,5.227,1.463,17,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 142,Bus,18.456409,73.854577,5.266,1.424,18,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 143,Bus,18.456316,73.855022,5.304,1.386,18,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 144,Bus,18.45619,73.854338,5.343,1.347,18,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 145,Bus,18.456154,73.855177,5.381,1.309,17,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 146,Bus,18.45651,73.85472,5.42,1.27,18,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 147,Metro,18.455989,73.855682,5.458,1.232,17,13
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 148,Bus,18.453829,73.855389,5.497,1.193,18,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 149,Bus,18.453844,73.856368,5.535,1.155,19,18
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 150,Bus,18.454268,73.855822,5.574,1.116,19,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 151,Bus,18.453581,73.858247,5.612,1.078,19,19
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 152,Bus,18.454732,73.857135,5.651,1.039,18,17
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 153,Bus,18.45313,73.857134,5.689,1.001,18,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 154,Metro,18.453341,73.856472,5.728,0.962,18,14
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 155,Bus,18.452394,73.856208,5.766,0.924,20,17
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 156,Bus,18.452669,73.858313,5.805,0.885,19,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 157,Bus,18.451713,73.859307,5.843,0.847,19,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 158,Bus,18.450869,73.857129,5.882,0.808,18,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 159,Bus,18.45178,73.85939,5.92,0.77,20,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 160,Bus,18.452697,73.858438,5.959,0.731,19,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 161,Bus,18.451963,73.859026,5.997,0.693,19,20
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 162,Bus,18.450712,73.860016,6.036,0.654,20,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 163,Bus,18.451122,73.858301,6.074,0.616,19,19
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 164,Bus,18.451531,73.860918,6.113,0.577,20,18
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 165,Bus,18.4496,73.860383,6.151,0.539,19,19
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 166,Bus,18.450245,73.860528,6.19,0.5,20,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 167,Metro,18.44916,73.860034,6.228,0.462,21,20
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 168,Metro,18.44933,73.861762,6.267,0.423,20,16
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 169,Bus,18.449535,73.86078,6.305,0.385,20,17
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 170,Bus,18.449467,73.85905,6.344,0.346,21,17
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 171,Bus,18.449519,73.860189,6.382,0.308,21,20
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 172,Bus,18.44806,73.860938,6.421,0.269,20,15
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 173,Bus,18.447064,73.863014,6.459,0.231,21,19
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 174,Bus,18.447476,73.862615,6.497,0.193,21,18
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 175,Bus,18.447562,73.862972,6.536,0.154,21,21
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 176,Bus,18.447411,73.861816,6.574,0.116,20,17
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 177,Bus,18.447897,73.8627,6.613,0.077,22,22
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 178,Bus,18.445605,73.863005,6.651,0.039,21,20
Swargate–Katraj,Swargate,Katraj,Katraj End,Bus,18.447801,73.86428,6.69,0.0,20,19
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Start,Bus,18.501997,73.863489,0.0,5.978,5,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 001,Bus,18.502094,73.864495,0.034,5.944,5,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 002,Metro,18.501365,73.862765,0.068,5.91,6,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 003,Bus,18.502792,73.863243,0.103,5.875,5,1
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 004,Bus,18.501129,73.862739,0.137,5.841,6,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 005,Bus,18.50111,73.861608,0.171,5.807,5,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 006,Bus,18.501651,73.860127,0.205,5.773,6,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 007,Bus,18.500053,73.860884,0.24,5.738,5,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 008,Metro,18.500599,73.861261,0.274,5.704,5,1
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 009,Bus,18.500659,73.859556,0.308,5.67,6,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 010,Metro,18.502534,73.860181,0.342,5.636,7,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 011,Bus,18.501392,73.858898,0.377,5.601,7,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 012,Bus,18.500879,73.859803,0.411,5.567,6,1
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 013,Metro,18.50037,73.859691,0.445,5.533,5,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 014,Bus,18.500786,73.858833,0.479,5.499,6,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 015,Bus,18.500761,73.860225,0.514,5.464,6,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 016,Bus,18.501208,73.857573,0.548,5.43,6,1
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 017,Bus,18.501853,73.857119,0.582,5.396,6,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 018,Bus,18.501339,73.856204,0.616,5.362,7,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 019,Bus,18.500085,73.857605,0.651,5.327,7,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 020,Metro,18.501715,73.857261,0.685,5.293,6,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Sarasbaug,Bus,18.501007,73.856559,0.719,5.259,6,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Sarasbaug,Bus,18.499917,73.856224,0.719,5.259,6,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 023,Bus,18.500954,73.857427,0.753,5.225,6,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 024,Bus,18.501821,73.854952,0.787,5.191,7,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 025,Bus,18.502028,73.855836,0.821,5.157,8,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 026,Bus,18.50145,73.856415,0.855,5.123,7,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 027,Bus,18.503039,73.856452,0.888,5.09,7,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 028,Bus,18.501766,73.855241,0.922,5.056,6,6
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 029,Metro,18.502925,73.85605,0.956,5.022,8,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 030,Metro,18.5025,73.854903,0.99,4.988,7,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 031,Bus,18.502221,73.853876,1.024,4.954,8,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 032,Bus,18.503979,73.855699,1.058,4.92,8,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 033,Bus,18.503494,73.855199,1.091,4.887,9,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 034,Bus,18.504064,73.853661,1.125,4.853,8,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 035,Bus,18.504286,73.855189,1.159,4.819,9,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 036,Bus,18.504191,73.854992,1.193,4.785,7,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 037,Bus,18.502347,73.854179,1.227,4.751,8,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 038,Bus,18.504735,73.853064,1.261,4.717,8,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 039,Bus,18.504962,73.851494,1.295,4.683,9,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 040,Bus,18.504936,73.853151,1.328,4.65,8,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 041,Bus,18.506517,73.852233,1.362,4.616,9,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 042,Bus,18.50491,73.852027,1.396,4.582,9,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 043,Bus,18.506512,73.852473,1.43,4.548,7,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 044,Metro,18.505579,73.852402,1.464,4.514,9,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 045,Bus,18.506303,73.852548,1.498,4.48,9,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 046,Bus,18.505887,73.851292,1.531,4.447,8,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 047,Metro,18.506358,73.850165,1.565,4.413,9,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 048,Bus,18.507131,73.851326,1.599,4.379,8,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 049,Metro,18.507121,73.850711,1.633,4.345,10,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 050,Bus,18.506208,73.850343,1.667,4.311,8,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 051,Bus,18.507289,73.84982,1.701,4.277,10,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 052,Bus,18.507657,73.850566,1.734,4.244,8,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 053,Bus,18.509518,73.850164,1.768,4.21,10,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 054,Bus,18.508437,73.849746,1.802,4.176,10,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 055,Bus,18.506919,73.849566,1.836,4.142,9,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 056,Bus,18.508725,73.851339,1.87,4.108,9,6
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 057,Bus,18.508746,73.849391,1.904,4.074,9,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 058,Bus,18.509095,73.847996,1.937,4.041,9,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 059,Bus,18.51026,73.849314,1.971,4.007,10,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 060,Bus,18.510201,73.847767,2.005,3.973,10,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 061,Bus,18.510914,73.847154,2.039,3.939,10,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 062,Bus,18.510484,73.84981,2.073,3.905,11,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 063,Bus,18.509445,73.847386,2.107,3.871,10,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 064,Bus,18.51054,73.847217,2.141,3.837,11,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 065,Bus,18.509442,73.847456,2.174,3.804,10,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 066,Bus,18.510056,73.847562,2.208,3.77,10,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 067,Bus,18.510393,73.848204,2.242,3.736,11,9
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 068,Bus,18.510725,73.846488,2.276,3.702,11,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 069,Bus,18.512225,73.845542,2.31,3.668,10,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 070,Metro,18.511979,73.847354,2.344,3.634,10,9
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 071,Bus,18.510734,73.846238,2.377,3.601,10,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 072,Bus,18.512451,73.846497,2.411,3.567,11,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 073,Bus,18.511476,73.844596,2.445,3.533,11,9
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 074,Bus,18.513106,73.845672,2.479,3.499,12,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 075,Bus,18.513112,73.845493,2.513,3.465,11,9
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 076,Bus,18.51259,73.845183,2.547,3.431,11,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 077,Bus,18.513592,73.844207,2.58,3.398,11,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 078,Bus,18.515073,73.844939,2.614,3.364,11,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 079,Bus,18.51285,73.844867,2.648,3.33,11,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 080,Bus,18.513246,73.844753,2.682,3.296,12,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 081,Bus,18.515175,73.843248,2.716,3.262,12,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 082,Bus,18.515242,73.844016,2.75,3.228,11,9
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 083,Bus,18.515352,73.844985,2.784,3.194,12,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 084,Bus,18.514721,73.842646,2.817,3.161,12,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 085,Bus,18.514428,73.842377,2.851,3.127,12,9
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 086,Bus,18.515301,73.843084,2.885,3.093,12,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 087,Bus,18.515807,73.843255,2.919,3.059,13,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 088,Bus,18.515819,73.843537,2.953,3.025,11,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 089,Bus,18.51582,73.844332,2.987,2.991,11,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 090,Bus,18.516755,73.841251,3.02,2.958,12,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 091,Metro,18.51562,73.842105,3.054,2.924,13,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Deccan Gymkhana,Bus,18.516521,73.842071,3.088,2.89,13,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Deccan Gymkhana,Bus,18.517079,73.841442,3.088,2.89,12,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 094,Metro,18.516306,73.84043,3.123,2.855,13,10
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 095,Metro,18.516909,73.842468,3.158,2.82,12,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 096,Bus,18.517721,73.840928,3.193,2.785,13,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 097,Bus,18.517972,73.842375,3.228,2.75,12,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 098,Bus,18.51741,73.842331,3.262,2.716,12,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 099,Metro,18.518447,73.841436,3.297,2.681,12,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 100,Bus,18.51897,73.84294,3.332,2.646,13,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 101,Bus,18.519833,73.843476,3.367,2.611,13,10
